id,Country,Amount
117734,FR,659
117735,UK,667
117736,UK,884
117737,UK,570
117738,FR,355
117739,FR,151
117740,UK,759
117741,FR,270
117742,DE,279
117743,FR,483
117744,DE,237
117745,FR,566
117746,FR,680
117747,UK,679
117748,UK,432
117749,UK,23
117750,UK,224
117751,DE,440
117752,DE,95
117753,UK,774
117754,DE,86
117755,FR,460
117756,FR,972
117757,FR,677
117758,UK,204
117759,UK,815
117760,DE,412
117761,UK,893
117762,UK,213
117763,DE,598
117764,FR,698
117765,UK,679
117766,DE,504
117767,UK,461
117768,DE,639
117769,FR,638
117770,DE,435
117771,DE,342
117772,UK,226
117773,DE,1
117774,FR,923
117775,FR,927
117776,UK,246
117777,FR,557
117778,UK,28
117779,UK,637
117780,UK,518
117781,DE,947
117782,FR,690
117783,UK,61
117784,DE,187
117785,FR,439
117786,UK,75
117787,DE,390
117788,DE,14
117789,UK,716
117790,UK,244
117791,FR,472
117792,FR,32
117793,UK,555
117794,FR,770
117795,FR,563
117796,DE,860
117797,DE,163
117798,UK,27
117799,DE,0
117800,DE,772
117801,DE,43
117802,FR,928
117803,FR,924
117804,FR,884
117805,UK,900
117806,UK,818
117807,DE,304
117808,UK,730
117809,FR,353
117810,UK,94
117811,FR,35
117812,DE,994
117813,FR,877
117814,UK,364
117815,DE,801
117816,DE,674
117817,UK,617
117818,UK,611
117819,FR,781
117820,FR,591
117821,FR,316
117822,UK,26
117823,UK,352
117824,DE,558
117825,UK,341
117826,UK,94
117827,FR,323
117828,UK,364
117829,UK,764
117830,UK,207
117831,DE,978
117832,FR,165
117833,UK,46
117834,UK,521
117835,UK,343
117836,DE,318
117837,DE,132
117838,DE,209
117839,DE,921
117840,FR,517
117841,UK,464
117842,UK,147
117843,UK,134
117844,UK,436
117845,UK,802
117846,FR,329
117847,FR,923
117848,FR,342
117849,DE,561
117850,UK,969
117851,DE,892
117852,FR,88
117853,DE,582
117854,FR,581
117855,FR,517
117856,DE,855
117857,UK,908
117858,UK,685
117859,UK,184
117860,UK,564
117861,DE,785
117862,FR,198
117863,FR,178
117864,UK,858
117865,FR,756
117866,UK,511
117867,UK,603
117868,FR,997
117869,UK,513
117870,DE,402
117871,FR,355
117872,UK,995
117873,DE,243
117874,FR,477
117875,DE,412
117876,DE,858
117877,UK,989
117878,FR,251
117879,UK,110
117880,DE,814
117881,FR,903
117882,FR,324
117883,DE,538
117884,UK,823
117885,UK,547
117886,UK,721
117887,FR,168
117888,UK,951
117889,FR,871
117890,UK,944
117891,DE,844
117892,DE,886
117893,DE,189
117894,DE,54
117895,FR,819
117896,UK,670
117897,FR,998
117898,UK,52
117899,UK,492
117900,DE,253
117901,DE,183
117902,DE,634
117903,FR,606
117904,UK,243
117905,UK,496
117906,UK,694
117907,UK,184
117908,DE,734
117909,DE,338
117910,FR,56
117911,UK,633
117912,FR,165
117913,UK,591
117914,DE,872
117915,DE,459
117916,FR,406
117917,UK,855
117918,DE,74
117919,DE,811
117920,UK,106
117921,DE,82
117922,DE,925
117923,FR,756
117924,DE,11
117925,UK,591
117926,UK,38
117927,FR,490
117928,UK,374
117929,UK,126
117930,FR,565
117931,UK,159
117932,UK,994
117933,FR,712
117934,DE,631
117935,UK,547
117936,UK,138
117937,FR,728
117938,DE,803
117939,FR,184
117940,DE,940
117941,DE,91
117942,DE,173
117943,UK,370
117944,UK,214
117945,FR,27
117946,UK,906
117947,DE,214
117948,DE,851
117949,FR,290
117950,DE,155
117951,FR,159
117952,DE,334
117953,DE,504
117954,DE,636
117955,FR,938
117956,UK,662
117957,UK,415
117958,UK,50
117959,DE,556
117960,UK,705
117961,DE,447
117962,UK,590
117963,DE,369
117964,UK,390
117965,UK,156
117966,DE,436
117967,DE,162
117968,FR,844
117969,FR,823
117970,UK,878
117971,FR,87
117972,DE,976
117973,DE,85
117974,UK,313
117975,DE,155
117976,DE,485
117977,FR,785
117978,UK,537
117979,FR,736
117980,UK,996
117981,UK,957
117982,UK,437
117983,DE,997
117984,UK,826
117985,FR,214
117986,FR,458
117987,FR,581
117988,DE,272
117989,UK,8
117990,UK,431
117991,UK,362
117992,FR,969
117993,UK,716
117994,UK,291
117995,UK,24
117996,UK,547
117997,UK,544
117998,UK,503
117999,FR,35
118000,UK,90
118001,FR,841
118002,DE,954
118003,FR,372
118004,UK,229
118005,DE,913
118006,FR,224
118007,UK,991
118008,FR,914
118009,FR,362
118010,DE,782
118011,UK,33
118012,UK,833
118013,UK,44
118014,FR,929
118015,FR,420
118016,FR,880
118017,FR,37
118018,DE,641
118019,DE,991
118020,DE,426
118021,UK,857
118022,FR,352
118023,DE,555
118024,UK,783
118025,UK,461
118026,DE,521
118027,FR,34
118028,DE,89
118029,DE,93
118030,FR,365
118031,UK,818
118032,UK,258
118033,UK,915
118034,FR,257
118035,DE,397
118036,FR,325
118037,UK,765
118038,FR,252
118039,UK,733
118040,FR,913
118041,FR,366
118042,FR,157
118043,UK,385
118044,DE,733
118045,DE,770
118046,DE,956
118047,FR,851
118048,UK,823
118049,FR,48
118050,UK,555
118051,UK,288
118052,DE,844
118053,FR,437
118054,DE,512
118055,UK,106
118056,FR,532
118057,FR,521
118058,UK,393
118059,DE,40
118060,UK,127
118061,DE,382
118062,DE,410
118063,DE,409
118064,FR,833
118065,FR,350
118066,DE,189
118067,DE,161
118068,FR,403
118069,FR,161
118070,UK,753
118071,DE,763
118072,DE,480
118073,DE,659
118074,DE,182
118075,UK,55
118076,DE,751
118077,UK,107
118078,FR,119
118079,UK,288
118080,UK,258
118081,DE,93
118082,UK,247
118083,UK,212
118084,UK,83
118085,UK,773
118086,FR,50
118087,DE,251
118088,FR,490
118089,FR,850
118090,UK,826
118091,UK,222
118092,FR,63
118093,UK,529
118094,UK,638
118095,DE,165
118096,FR,682
118097,FR,608
118098,DE,466
118099,FR,8
118100,UK,556
118101,UK,408
118102,FR,702
118103,FR,536
118104,FR,786
118105,DE,987
118106,FR,750
118107,UK,816
118108,DE,6
118109,DE,91
118110,FR,462
118111,UK,525
118112,DE,755
118113,DE,322
118114,DE,148
118115,FR,870
118116,DE,323
118117,UK,787
118118,UK,761
118119,UK,838
118120,UK,30
118121,FR,383
118122,UK,693
118123,FR,783
118124,DE,363
118125,FR,984
118126,UK,306
118127,DE,606
118128,DE,177
118129,UK,330
118130,DE,399
118131,UK,984
118132,FR,692
118133,UK,582
118134,FR,88
118135,UK,781
118136,UK,621
118137,UK,79
118138,DE,811
118139,DE,947
118140,FR,412
118141,DE,719
118142,DE,61
118143,FR,344
118144,FR,653
118145,UK,27
118146,UK,216
118147,FR,236
118148,FR,214
118149,FR,723
118150,FR,243
118151,DE,258
118152,UK,20
118153,UK,963
118154,DE,617
118155,DE,283
118156,UK,942
118157,DE,691
118158,FR,537
118159,FR,885
118160,FR,613
118161,DE,445
118162,FR,850
118163,UK,381
118164,UK,621
118165,FR,557
118166,UK,720
118167,DE,290
118168,UK,460
118169,UK,348
118170,DE,245
118171,UK,747
118172,UK,201
118173,UK,89
118174,UK,855
118175,UK,5
118176,FR,541
118177,UK,31
118178,DE,911
118179,DE,274
118180,UK,306
118181,DE,165
118182,UK,136
118183,DE,17
118184,FR,389
118185,UK,354
118186,FR,569
118187,DE,710
118188,FR,484
118189,UK,415
118190,UK,30
118191,DE,380
118192,UK,0
118193,DE,737
118194,DE,252
118195,FR,511
118196,FR,872
118197,DE,36
118198,DE,372
118199,UK,811
118200,UK,132
118201,DE,416
118202,FR,682
118203,FR,408
118204,FR,966
118205,FR,435
118206,UK,350
118207,UK,588
118208,UK,656
118209,DE,342
118210,FR,144
118211,DE,776
118212,UK,190
118213,DE,584
118214,DE,256
118215,UK,945
118216,UK,135
118217,FR,301
118218,DE,296
118219,FR,307
118220,FR,272
118221,UK,373
118222,FR,151
118223,FR,370
118224,FR,36
118225,FR,380
118226,FR,253
118227,DE,265
118228,FR,244
118229,UK,670
118230,DE,407
118231,UK,6
118232,UK,842
118233,FR,630
118234,UK,38
118235,UK,346
118236,UK,734
118237,FR,62
118238,DE,600
118239,FR,40
118240,DE,974
118241,DE,245
118242,DE,896
118243,UK,870
118244,UK,425
118245,FR,359
118246,DE,764
118247,UK,727
118248,UK,450
118249,UK,30
118250,UK,976
118251,DE,540
118252,DE,875
118253,UK,886
118254,UK,150
118255,DE,939
118256,FR,68
118257,FR,243
118258,DE,793
118259,FR,977
118260,FR,985
118261,FR,508
118262,DE,815
118263,UK,0
118264,FR,963
118265,UK,921
118266,FR,377
118267,DE,977
118268,UK,476
118269,UK,98
118270,DE,968
118271,FR,138
118272,UK,545
118273,UK,641
118274,FR,673
118275,UK,631
118276,FR,675
118277,DE,197
118278,DE,248
118279,DE,955
118280,FR,346
118281,UK,539
118282,DE,260
118283,UK,349
118284,DE,575
118285,UK,589
118286,UK,310
118287,FR,491
118288,FR,789
118289,UK,572
118290,FR,414
118291,UK,790
118292,FR,809
118293,DE,350
118294,FR,401
118295,DE,785
118296,UK,600
118297,DE,901
118298,UK,102
118299,UK,486
118300,UK,37
118301,FR,419
118302,FR,436
118303,DE,49
118304,UK,339
118305,FR,901
118306,DE,6
118307,FR,563
118308,UK,959
118309,FR,535
118310,FR,836
118311,FR,660
118312,DE,786
118313,FR,541
118314,DE,248
118315,DE,919
118316,UK,199
118317,UK,996
118318,UK,698
118319,DE,601
118320,FR,575
118321,DE,662
118322,DE,7
118323,FR,164
118324,UK,846
118325,UK,563
118326,DE,965
118327,DE,616
118328,FR,72
118329,UK,904
118330,UK,111
118331,UK,127
118332,DE,512
118333,DE,133
118334,FR,428
118335,UK,482
118336,UK,424
118337,UK,269
118338,DE,736
118339,DE,34
118340,UK,52
118341,UK,699
118342,FR,278
118343,UK,460
118344,DE,772
118345,FR,177
118346,FR,556
118347,DE,703
118348,DE,466
118349,FR,659
118350,UK,321
118351,UK,225
118352,UK,691
118353,FR,41
118354,FR,35
118355,UK,138
118356,FR,424
118357,DE,680
118358,FR,594
118359,DE,717
118360,UK,960
118361,UK,848
118362,UK,605
118363,FR,22
118364,FR,147
118365,DE,518
118366,FR,201
118367,DE,945
118368,FR,753
118369,UK,182
118370,DE,373
118371,FR,141
118372,FR,668
118373,UK,120
118374,DE,755
118375,UK,531
118376,FR,665
118377,UK,693
118378,FR,311
118379,UK,106
118380,FR,280
118381,DE,414
118382,DE,827
118383,DE,266
118384,UK,486
118385,DE,534
118386,DE,711
118387,UK,829
118388,UK,480
118389,FR,701
118390,UK,981
118391,UK,970
118392,UK,754
118393,UK,705
118394,UK,473
118395,UK,185
118396,FR,623
118397,UK,220
118398,UK,68
118399,UK,80
118400,UK,80
118401,UK,545
118402,DE,362
118403,DE,100
118404,UK,838
118405,UK,208
118406,UK,743
118407,FR,110
118408,DE,101
118409,FR,788
118410,UK,585
118411,UK,48
118412,FR,850
118413,DE,335
118414,UK,554
118415,UK,503
118416,FR,837
118417,FR,684
118418,FR,694
118419,UK,157
118420,UK,419
118421,DE,446
118422,DE,987
118423,FR,559
118424,FR,315
118425,DE,345
118426,FR,902
118427,DE,753
118428,UK,601
118429,DE,135
118430,FR,210
118431,FR,705
118432,UK,807
118433,UK,340
118434,UK,213
118435,UK,399
118436,DE,740
118437,UK,458
118438,FR,553
118439,DE,380
118440,UK,954
118441,UK,823
118442,UK,134
118443,FR,55
118444,DE,34
118445,FR,709
118446,FR,908
118447,UK,393
118448,FR,275
118449,UK,743
118450,UK,732
118451,DE,293
118452,DE,492
118453,UK,729
118454,FR,443
118455,UK,376
118456,UK,911
118457,UK,264
118458,UK,558
118459,DE,478
118460,UK,492
118461,FR,868
118462,DE,563
118463,FR,14
118464,DE,36
118465,DE,605
118466,DE,939
118467,UK,859
118468,FR,812
118469,DE,747
118470,FR,471
118471,UK,986
118472,UK,665
118473,FR,497
118474,FR,932
118475,DE,405
118476,UK,801
118477,FR,345
118478,FR,796
118479,DE,766
118480,FR,86
118481,FR,644
118482,UK,177
118483,UK,41
118484,FR,806
118485,DE,873
118486,DE,638
118487,UK,420
118488,DE,800
118489,FR,976
118490,FR,631
118491,UK,986
118492,DE,440
118493,FR,860
118494,DE,866
118495,DE,546
118496,DE,986
118497,UK,985
118498,FR,15
118499,FR,30
118500,UK,352
118501,DE,584
118502,DE,221
118503,UK,510
118504,FR,89
118505,UK,838
118506,DE,348
118507,FR,355
118508,DE,997
118509,UK,574
118510,DE,833
118511,FR,613
118512,DE,553
118513,UK,407
118514,FR,555
118515,FR,209
118516,FR,121
118517,UK,602
118518,UK,8
118519,DE,146
118520,DE,628
118521,FR,653
118522,UK,174
118523,FR,735
118524,FR,32
118525,UK,61
118526,UK,894
118527,UK,716
118528,UK,752
118529,UK,348
118530,DE,841
118531,UK,783
118532,UK,273
118533,FR,436
118534,FR,845
118535,UK,379
118536,UK,594
118537,UK,483
118538,FR,446
118539,DE,554
118540,FR,418
118541,UK,262
118542,DE,469
118543,FR,429
118544,DE,220
118545,UK,977
118546,FR,389
118547,DE,721
118548,UK,565
118549,UK,348
118550,FR,733
118551,DE,779
118552,DE,584
118553,UK,570
118554,UK,176
118555,UK,758
118556,DE,955
118557,DE,441
118558,FR,745
118559,DE,832
118560,FR,249
118561,DE,438
118562,FR,9
118563,UK,952
118564,UK,595
118565,DE,532
118566,DE,551
118567,UK,817
118568,FR,558
118569,UK,29
118570,DE,761
118571,UK,45
118572,UK,706
118573,DE,834
118574,FR,809
118575,UK,45
118576,FR,123
118577,UK,821
118578,FR,213
118579,FR,925
118580,UK,154
118581,FR,118
118582,DE,218
118583,FR,912
118584,DE,579
118585,UK,988
118586,FR,762
118587,UK,338
118588,DE,155
118589,UK,331
118590,UK,616
118591,UK,609
118592,FR,770
118593,FR,829
118594,UK,825
118595,DE,577
118596,DE,176
118597,FR,122
118598,UK,124
118599,DE,961
118600,FR,277
118601,FR,432
118602,UK,904
118603,UK,184
118604,FR,111
118605,DE,476
118606,DE,54
118607,DE,348
118608,UK,204
118609,UK,519
118610,UK,407
118611,FR,353
118612,UK,629
118613,FR,6
118614,UK,90
118615,UK,587
118616,DE,10
118617,DE,888
118618,DE,109
118619,DE,168
118620,UK,963
118621,UK,819
118622,DE,745
118623,FR,960
118624,FR,777
118625,FR,430
118626,UK,939
118627,DE,657
118628,DE,295
118629,DE,243
118630,UK,821
118631,FR,382
118632,FR,326
118633,FR,820
118634,FR,471
118635,UK,419
118636,FR,133
118637,FR,730
118638,DE,721
118639,FR,123
118640,FR,505
118641,UK,343
118642,DE,561
118643,FR,11
118644,DE,576
118645,FR,835
118646,UK,401
118647,FR,470
118648,FR,238
118649,FR,526
118650,FR,793
118651,DE,412
118652,DE,289
118653,UK,653
118654,FR,46
118655,UK,455
118656,FR,767
118657,DE,379
118658,DE,218
118659,FR,818
118660,UK,35
118661,FR,74
118662,UK,658
118663,UK,772
118664,DE,178
118665,UK,346
118666,DE,666
118667,UK,675
118668,UK,913
118669,DE,850
118670,UK,968
118671,UK,689
118672,FR,51
118673,UK,665
118674,FR,204
118675,FR,724
118676,UK,123
118677,FR,281
118678,UK,678
118679,FR,277
118680,UK,315
118681,DE,537
118682,UK,614
118683,DE,402
118684,UK,492
118685,UK,16
118686,FR,453
118687,UK,248
118688,FR,533
118689,FR,384
118690,UK,624
118691,FR,954
118692,FR,253
118693,UK,498
118694,DE,158
118695,UK,812
118696,DE,104
118697,UK,317
118698,FR,752
118699,DE,582
118700,FR,735
118701,UK,185
118702,UK,456
118703,UK,28
118704,DE,517
118705,UK,716
118706,FR,442
118707,FR,624
118708,UK,44
118709,UK,934
118710,FR,850
118711,DE,242
118712,UK,12
118713,FR,596
118714,UK,952
118715,FR,643
118716,UK,365
118717,FR,169
118718,UK,18
118719,FR,160
118720,UK,435
118721,UK,676
118722,UK,553
118723,DE,786
118724,FR,395
118725,FR,430
118726,UK,62
118727,FR,852
118728,UK,9
118729,UK,717
118730,UK,222
118731,DE,341
118732,UK,612
118733,DE,867
118734,FR,743
118735,FR,499
118736,DE,223
118737,FR,808
118738,DE,296
118739,FR,876
118740,UK,153
118741,UK,142
118742,UK,777
118743,UK,437
118744,UK,951
118745,FR,207
118746,FR,851
118747,DE,462
118748,DE,96
118749,UK,540
118750,DE,1
118751,DE,967
118752,UK,122
118753,FR,523
118754,FR,320
118755,FR,486
118756,DE,426
118757,UK,665
118758,UK,738
118759,UK,455
118760,FR,866
118761,UK,384
118762,UK,752
118763,FR,501
118764,UK,684
118765,UK,419
118766,FR,656
118767,UK,786
118768,FR,104
118769,DE,125
118770,DE,161
118771,FR,34
118772,DE,435
118773,DE,187
118774,DE,2
118775,UK,451
118776,UK,415
118777,FR,169
118778,UK,666
118779,DE,462
118780,FR,996
118781,DE,742
118782,UK,273
118783,UK,152
118784,DE,846
118785,FR,213
118786,FR,668
118787,UK,556
118788,DE,325
118789,UK,426
118790,DE,714
118791,DE,253
118792,FR,668
118793,FR,405
118794,DE,476
118795,UK,218
118796,DE,719
118797,FR,823
118798,UK,857
118799,DE,107
118800,UK,783
118801,FR,492
118802,FR,66
118803,DE,424
118804,UK,610
118805,FR,78
118806,FR,983
118807,DE,679
118808,UK,937
118809,DE,535
118810,FR,731
118811,FR,526
118812,UK,559
118813,UK,992
118814,DE,500
118815,DE,492
118816,DE,971
118817,UK,161
118818,FR,688
118819,DE,814
118820,FR,421
118821,FR,918
118822,FR,157
118823,DE,22
118824,UK,937
118825,UK,415
118826,FR,386
118827,FR,740
118828,FR,850
118829,FR,516
118830,UK,797
118831,UK,395
118832,UK,262
118833,DE,452
118834,DE,965
118835,DE,504
118836,DE,710
118837,UK,336
118838,UK,808
118839,UK,328
118840,FR,121
118841,FR,809
118842,DE,735
118843,FR,275
118844,FR,302
118845,FR,438
118846,UK,295
118847,DE,564
118848,UK,151
118849,FR,929
118850,FR,798
118851,FR,127
118852,FR,267
118853,UK,48
118854,UK,157
118855,FR,66
118856,FR,698
118857,FR,909
118858,UK,237
118859,UK,487
118860,FR,148
118861,UK,156
118862,UK,264
118863,DE,140
118864,UK,893
118865,UK,789
118866,UK,763
118867,FR,246
118868,UK,253
118869,FR,598
118870,DE,355
118871,UK,779
118872,FR,878
118873,FR,538
118874,UK,289
118875,FR,397
118876,DE,439
118877,UK,395
118878,UK,851
118879,UK,57
118880,UK,812
118881,DE,62
118882,UK,549
118883,UK,964
118884,FR,37
118885,FR,533
118886,UK,182
118887,FR,396
118888,FR,721
118889,UK,571
118890,FR,684
118891,UK,867
118892,UK,435
118893,FR,624
118894,UK,751
118895,DE,871
118896,UK,944
118897,DE,524
118898,UK,956
118899,FR,215
118900,UK,387
118901,UK,880
118902,FR,933
118903,DE,305
118904,UK,736
118905,UK,742
118906,FR,705
118907,FR,991
118908,DE,514
118909,DE,786
118910,UK,106
118911,FR,900
118912,FR,731
118913,DE,910
118914,DE,709
118915,FR,385
118916,UK,669
118917,UK,499
118918,UK,935
118919,UK,673
118920,UK,597
118921,UK,555
118922,DE,637
118923,UK,721
118924,FR,636
118925,UK,852
118926,DE,40
118927,UK,71
118928,FR,250
118929,FR,114
118930,FR,823
118931,DE,491
118932,UK,190
118933,DE,116
118934,UK,367
118935,FR,439
118936,UK,884
118937,FR,376
118938,FR,605
118939,UK,566
118940,FR,394
118941,DE,624
118942,UK,883
118943,UK,920
118944,DE,37
118945,DE,999
118946,FR,524
118947,DE,879
118948,DE,598
118949,DE,788
118950,UK,501
118951,FR,610
118952,DE,895
118953,DE,720
118954,FR,411
118955,FR,476
118956,UK,242
118957,FR,229
118958,UK,328
118959,UK,413
118960,DE,656
118961,FR,729
118962,DE,110
118963,DE,708
118964,DE,661
118965,FR,23
118966,UK,285
118967,DE,317
118968,UK,983
118969,UK,745
118970,UK,712
118971,FR,679
118972,FR,823
118973,UK,452
118974,FR,735
118975,UK,743
118976,FR,601
118977,DE,697
118978,UK,60
118979,UK,721
118980,FR,499
118981,UK,532
118982,DE,178
118983,UK,245
118984,UK,68
118985,FR,96
118986,UK,407
118987,DE,159
118988,UK,525
118989,FR,635
118990,FR,587
118991,UK,868
118992,FR,849
118993,UK,317
118994,FR,792
118995,FR,472
118996,UK,954
118997,FR,352
118998,UK,52
118999,FR,162
119000,DE,636
119001,UK,889
119002,DE,586
119003,UK,746
119004,UK,366
119005,FR,927
119006,UK,320
119007,DE,241
119008,UK,367
119009,UK,324
119010,UK,314
119011,FR,675
119012,UK,351
119013,FR,581
119014,UK,616
119015,DE,885
119016,UK,778
119017,DE,890
119018,UK,51
119019,UK,599
119020,DE,401
119021,UK,466
119022,DE,126
119023,FR,191
119024,FR,422
119025,FR,374
119026,FR,297
119027,UK,32
119028,DE,760
119029,FR,736
119030,UK,865
119031,UK,26
119032,UK,253
119033,FR,5
119034,DE,559
119035,DE,916
119036,UK,561
119037,DE,168
119038,UK,718
119039,DE,281
119040,DE,77
119041,FR,560
119042,UK,481
119043,UK,127
119044,UK,291
119045,DE,889
119046,FR,317
119047,FR,788
119048,DE,191
119049,DE,82
119050,FR,377
119051,UK,537
119052,UK,71
119053,UK,778
119054,UK,159
119055,UK,950
119056,UK,190
119057,DE,607
119058,DE,485
119059,UK,483
119060,DE,249
119061,UK,429
119062,DE,647
119063,UK,225
119064,UK,955
119065,UK,148
119066,UK,23
119067,FR,475
119068,UK,48
119069,UK,801
119070,UK,441
119071,UK,336
119072,UK,857
119073,FR,522
119074,DE,686
119075,FR,718
119076,FR,196
119077,UK,885
119078,UK,798
119079,UK,770
119080,FR,838
119081,UK,496
119082,UK,541
119083,UK,340
119084,DE,746
119085,FR,341
119086,UK,544
119087,UK,464
119088,DE,707
119089,UK,882
119090,FR,260
119091,DE,107
119092,UK,907
119093,FR,5
119094,DE,810
119095,FR,627
119096,UK,283
119097,DE,937
119098,UK,219
119099,FR,843
119100,UK,401
119101,DE,118
119102,DE,200
119103,FR,247
119104,DE,49
119105,DE,639
119106,UK,911
119107,DE,487
119108,UK,978
119109,DE,153
119110,FR,381
119111,UK,53
119112,FR,553
119113,UK,993
119114,FR,11
119115,DE,584
119116,UK,818
119117,UK,866
119118,DE,118
119119,FR,905
119120,FR,172
119121,UK,276
119122,FR,934
119123,UK,976
119124,UK,773
119125,FR,96
119126,UK,983
119127,DE,290
119128,FR,237
119129,FR,803
119130,UK,253
119131,DE,524
119132,UK,138
119133,FR,751
119134,FR,435
119135,DE,963
119136,DE,134
119137,FR,266
119138,UK,863
119139,UK,231
119140,DE,8
119141,FR,235
119142,FR,198
119143,UK,324
119144,FR,655
119145,DE,903
119146,UK,231
119147,UK,49
119148,UK,132
119149,DE,381
119150,DE,259
119151,DE,77
119152,UK,540
119153,UK,952
119154,UK,329
119155,UK,437
119156,FR,570
119157,FR,275
119158,UK,728
119159,FR,19
119160,FR,866
119161,UK,19
119162,UK,836
119163,FR,34
119164,FR,107
119165,UK,209
119166,DE,142
119167,UK,279
119168,FR,140
119169,UK,184
119170,FR,264
119171,UK,743
119172,UK,71
119173,DE,649
119174,UK,349
119175,FR,159
119176,FR,544
119177,UK,97
119178,UK,685
119179,UK,438
119180,DE,154
119181,FR,530
119182,DE,736
119183,FR,644
119184,UK,826
119185,UK,813
119186,DE,104
119187,UK,534
119188,UK,864
119189,FR,259
119190,FR,42
119191,FR,140
119192,UK,960
119193,UK,688
119194,FR,352
119195,DE,554
119196,DE,93
119197,DE,480
119198,UK,665
119199,DE,604
119200,UK,912
119201,UK,417
119202,FR,417
119203,UK,387
119204,UK,572
119205,UK,799
119206,FR,506
119207,DE,398
119208,FR,62
119209,DE,372
119210,FR,881
119211,FR,539
119212,UK,369
119213,FR,983
119214,UK,350
119215,UK,692
119216,UK,73
119217,UK,940
119218,UK,868
119219,FR,967
119220,FR,593
119221,FR,392
119222,FR,165
119223,FR,357
119224,DE,895
119225,UK,526
